Admission No,Student Name,Mobile No,Course,Subject,Admission Date,Father Name,Mother Name,Father Occupation,DOB,Gender,Category,Subcast,Permanent Address,Present Address,District,State,Domicile,Email,Aadhaar No,Subject 4,Subject 5,Subject 6,Last Exam,Last Exam Year,Last Subject,Last Roll No,Last Enroll No,Board,Total Marks,Obtain Marks,Division,Percentage,Remark
852/33665,KEVIN DUBE,5712838768,M.Com. (Final),COMMERCE,23-01-2026,ZAID VERMA,UPMA BHATIA,SHOPKEEPER,03-01-2009,Male,OBC,,"50/46, SUBRAMANIAM ZILA, JABALPUR 056153","15/373, AMBLE CIRCLE, UJJAIN 857054",KONDAGAON,C.G.,NO,maya96@example.org,572244872053,,,,GRADUATION,2024,COMMERCE,83832316,584669788,CBSE,500,424,FIRST,84.8,
285/75983,SANAYA RAY,2912748045,M.Com. (Final),COMMERCE,08-03-2026,CHARLES MAGAR,AMRUTA SHARAF,ARMY PERSONNEL,13-09-2007,Female,SC,,"H.NO. 778, TRIVEDI NAGAR, KADAPA-651140","H.NO. 128, RANGANATHAN ROAD, DARBHANGA-857962",RAIPUR,C.G.,NO,poojaaurora@example.com,273769932718,,,,GRADUATION,2025,COMMERCE,03411191,020091486,STATE BOARD,500,238,SECOND,47.6,
348/88008,JAGDISH SAWHNEY,2343974909,M.Sc. (Zoology - Final),ZOOLOGY,06-03-2026,WARINDER AGGARWAL,MANYA CONTRACTOR,DRIVER,04-03-2003,Male,SC,,"13/40, DESHPANDE ROAD, ALWAR-223212","85/59, BAIL GANJ, BALLY-283591",BILASPUR,C.G.,YES,valarishi@example.net,371979930538,,,,GRADUATION,2024,SCIENCE,52725085,520039749,STATE BOARD,500,227,SECOND,45.4,
902/96101,TRISTAN CHAUDHRY,7086305256,M.Sc. (Mathematics - Final),MATHEMATICS,14-02-2026,REHAAN MUNSHI,ZANSI CHAUDHARI,DRIVER,19-10-2006,Male,OBC,,"51, DEY GANJ, KHORA  120326","17/85, SAVANT ZILA, KORBA-479359",RAIGARH,C.G.,YES,msekhon@example.net,064441335910,,,,GRADUATION,2022,SCIENCE,24146661,841215859,HEMCHAND YADAV UNIVERSITY,500,316,FIRST,63.2,
689/94565,KASHVI BUMB,5381790521,M.Sc. (Chemistry - Previous),CHEMISTRY,21-02-2026,PETER JOHAL,CHAITALY CHOUDHURY,POLICE,04-12-2000,Female,ST,,"394, WARRIOR ROAD, MALEGAON 771290","H.NO. 17, PATIL ROAD, KATNI-139700",KONDAGAON,C.G.,YES,shettyavi@example.com,322273200884,,,,GRADUATION,2025,SCIENCE,55763819,686876997,HEMCHAND YADAV UNIVERSITY,500,400,FIRST,80.0,
214/41181,DOMINIC JAGGI,5655171221,M.Sc. (Physics - Previous),PHYSICS,03-02-2026,DHRUV WASON,UBIKA MODY,LABOUR,15-09-2007,Male,SC,,"H.NO. 51, SARNA GANJ, TEZPUR-550582","889, UPPAL CHOWK, ALWAR 523040",BASTAR,C.G.,YES,ucchalpingle@example.com,658513902793,,,,GRADUATION,2024,SCIENCE,93963667,138424892,CBSE,500,297,SECOND,59.4,
509/50836,ETHAN CHOUDHARY,0882404889,B.Com.,COMMERCE,21-02-2026,QADIM GILL,CHANCHAL SETHI,FARMER,23-08-2005,Male,OBC,,"H.NO. 553, ANAND STREET, RAURKELA INDUSTRIAL TOWNSHIP-139535","H.NO. 919, THAKUR NAGAR, DEHRI-072525",JANJGIR-CHAMPA,C.G.,YES,sameshhans@example.com,008984707452,,,,12TH,2025,COMMERCE,19933491,435233642,HEMCHAND YADAV UNIVERSITY,500,417,FIRST,83.4,
177/47989,BRINDA RAO,3316272562,M.Sc. (Mathematics - Previous),MATHEMATICS,27-02-2026,SHAURYA SOMAN,ANAMIKA REGE,ELECTRICIAN,01-01-2009,Female,ST,,"H.NO. 26, PARSA PATH, ARRAH 900003","442, BEDI STREET, GHAZIABAD 695658",KORBA,C.G.,NO,mannechavvi@example.net,857332686446,,,,GRADUATION,2024,SCIENCE,43599120,293832399,STATE BOARD,500,345,FIRST,69.0,
477/63622,ANITA VIG,4729481178,M.Sc. (Zoology - Final),ZOOLOGY,16-02-2026,RISHI SRIVASTAVA,YAUVANI RAM,POLICE,13-01-2009,Female,OBC,,"43, BATTA PATH, LONI 084941","H.NO. 371, NARAYANAN ZILA, ULUBERIA 304438",BALODA BAZAR,C.G.,NO,fsahota@example.com,247918643774,,,,GRADUATION,2025,SCIENCE,36356274,286314192,CBSE,500,286,SECOND,57.2,
315/43170,WARHI PRASAD,5447902575,M.Sc. (Mathematics - Previous),MATHEMATICS,29-01-2026,JAIRAJ SACHAR,VINAYA MUKHERJEE,STUDENT,09-07-2002,Female,ST,,"70/01, BOSE GANJ, ETAWAH 771748","H.NO. 87, PARMER NAGAR, MORENA 864346",DURG,C.G.,YES,hacharya@example.net,545499147967,,,,GRADUATION,2025,SCIENCE,87010398,910183483,STATE BOARD,500,356,FIRST,71.2,
278/84850,CHAITANYA AHUJA,1841418786,B.Com.,COMMERCE,02-03-2026,NAKSH KEER,ADYA AMBLE,LABOUR,19-06-2007,Male,ST,,"04/27, REGE ZILA, AURANGABAD-976039","17/56, MALHOTRA CHOWK, KATIHAR-990589",KORBA,C.G.,YES,chatresh84@example.com,237173848507,,,,12TH,2023,COMMERCE,62957262,168910864,CBSE,500,456,FIRST,91.2,
298/68754,WARINDER SUBRAMANIAM,7667412527,BCA (Bachelor of Computer Applications),COMPUTER,11-01-2026,AARAV SENGUPTA,SANAYA CHADA,LAWYER,04-05-2003,Male,ST,,"28/485, JOHAL STREET, JAMALPUR 512544","98/13, SANKARAN CHOWK, DHARMAVARAM-445841",MAHASAMUND,C.G.,NO,yashawini63@example.com,545482727925,,,,12TH,2022,ARTS,16624277,847783439,HEMCHAND YADAV UNIVERSITY,500,427,FIRST,85.4,
852/49305,WARHI VYAS,6112856251,B.Sc. IT (Information Technology),COMPUTER,12-01-2026,AYAAN KARPE,YAHVI NATH,POLICE,15-01-2002,Female,GEN,,"H.NO. 59, KRISH ZILA, BAHRAICH 683590","H.NO. 388, CHOUDHURY STREET, NANGLOI JAT 579817",SURGUJA,C.G.,YES,jagat11@example.com,273264522603,,,,12TH,2024,SCIENCE,91172239,513654622,CBSE,500,210,THIRD,42.0,
615/39755,AMOL THAKER,4886596629,M.Sc. (Zoology - Previous),ZOOLOGY,13-02-2026,VIHAAN CHOUDHURY,URMI ANDRA,STUDENT,30-05-2004,Male,SC,,"H.NO. 745, YOHANNAN ROAD, RATLAM 256181","84/812, PARMER PATH, RAIPUR 427256",RAIPUR,C.G.,YES,anjali99@example.net,311175359894,,,,GRADUATION,2024,SCIENCE,88948296,218138645,CBSE,500,387,FIRST,77.4,
907/30166,ONVEER CHAUDHURI,3863292839,M.Sc. (Biotechnology - Previous),-,21-02-2026,GAURAV GOPAL,PALLAVI SHUKLA,TEACHER,22-03-2008,Male,OBC,,"41/927, MADAN ROAD, IMPHAL 876251","580, BAL ROAD, BERHAMPUR-309312",JASHPUR,C.G.,NO,yatansrinivas@example.net,855853397547,,,,GRADUATION,2020,SCIENCE,83392633,253077916,HEMCHAND YADAV UNIVERSITY,500,379,FIRST,75.8,
534/25842,NICHOLAS HORA,2460311800,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,13-02-2026,FARAJ PATLA,AMARA BALA,ACCOUNTANT,08-09-2004,Male,SC,,"04, DAR MARG, MADURAI 113866","119, BISWAS, NANDED-308284",KANKER,C.G.,YES,dsule@example.org,774968422794,,,,12TH,2020,ARTS,33988980,928264468,CBSE,500,483,FIRST,96.6,
729/68421,DAKSHA SINGHAL,0718037231,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,14-02-2026,GAGAN GOPAL,ZARNA DHINGRA,CARPENTER,02-06-2004,Female,GEN,,"98/862, BABU, TADEPALLIGUDEM 135899","043, SANKARAN, MUZAFFARNAGAR 388237",RAIGARH,C.G.,YES,palanjagrati@example.net,719926219785,,,,GRADUATION,2024,ARTS,96683876,405844034,HEMCHAND YADAV UNIVERSITY,500,227,SECOND,45.4,
247/93341,AARUSH CHOUDHRY,0737408643,M.Com. (Final),COMMERCE,25-01-2026,QADIM LALLA,ARADHANA RATTI,ARTIST,12-03-2004,Male,OBC,,"22/84, BHATNAGAR CIRCLE, MANGO 769539","71/17, DHINGRA ROAD, MORBI-917922",NARAYANPUR,C.G.,YES,dev88@example.net,823560736196,,,,GRADUATION,2025,COMMERCE,54361062,298846994,STATE BOARD,500,259,SECOND,51.8,
891/38860,BALJIWAN CONTRACTOR,8455451636,B.Sc. Micro Biology,BIOLOGY,11-03-2026,ELIJAH DESHPANDE,KAMALA BISWAS,CARPENTER,14-04-2003,Male,SC,,"H.NO. 185, REDDY CHOWK, JABALPUR 206194","76, DUTTA ZILA, MEHSANA 526981",KANKER,C.G.,YES,dubeyhamsini@example.com,724151154264,,,,12TH,2020,SCIENCE,42301649,005909264,HEMCHAND YADAV UNIVERSITY,500,349,FIRST,69.8,
225/68684,FREDERICK AGARWAL,7685276420,M.Sc. (Zoology - Final),ZOOLOGY,18-02-2026,HARDIK SETH,WAIDA DUTT,ARMY PERSONNEL,12-12-2007,Male,SC,,"09/92, SURESH NAGAR, GHAZIABAD-046507","62/532, BATRA CHOWK, JODHPUR-925943",SURGUJA,C.G.,NO,ssinha@example.com,016151404087,,,,GRADUATION,2021,SCIENCE,30497045,370702935,HEMCHAND YADAV UNIVERSITY,500,494,FIRST,98.8,
322/64258,KASHVI SIBAL,6150503907,B.Sc. Micro Biology,BIOLOGY,25-01-2026,TANAY DE,ABHA SACHDEV,TEACHER,04-07-2007,Female,OBC,,"47/58, PADMANABHAN CIRCLE, BELLARY 465404","H.NO. 27, PANCHAL MARG, NASHIK 258712",SURGUJA,C.G.,YES,osundaram@example.org,797135205718,,,,12TH,2020,SCIENCE,41620216,310180484,HEMCHAND YADAV UNIVERSITY,500,247,SECOND,49.4,
105/47329,EKANSH RAJA,9480159976,M.A. (Previous),ARTS,20-02-2026,ISHAAN NAGY,WARHI YOHANNAN,MECHANIC,28-03-2000,Male,OBC,,"03/16, SHETTY, ERODE 138475","89, SHA PATH, BANGALORE-346553",SURGUJA,C.G.,NO,dsule@example.org,994318074100,,,,GRADUATION,2021,ARTS,78519709,432193703,STATE BOARD,500,283,SECOND,56.6,
908/47275,VRINDA SEM,1170820253,B.Sc. Electronics,-,28-02-2026,PARTH PANDIT,CHAKRIKA KRISH,ENGINEER,12-06-2003,Female,SC,,"H.NO. 87, SACHAR MARG, MUZAFFARPUR-508916","H.NO. 095, NADKARNI MARG, DEWAS 137990",JASHPUR,C.G.,YES,zehaan09@example.net,578557992492,,,,12TH,2023,SCIENCE,23548524,045970871,HEMCHAND YADAV UNIVERSITY,500,486,FIRST,97.2,
997/70589,LAKSHIT DIVAN,6636926280,M.Sc. (Zoology - Final),ZOOLOGY,14-01-2026,ONKAR BASSI,YASTI GOLLA,SHOPKEEPER,19-01-2009,Male,OBC,,"72/229, BALA, BHIWANDI 059590","H.NO. 23, MANGAT ROAD, SASARAM 533795",JASHPUR,C.G.,NO,dalaja37@example.net,617868299898,,,,GRADUATION,2023,SCIENCE,88266854,925710915,CBSE,500,229,SECOND,45.8,
896/93288,KALA DUA,2645903011,PGDCA (Post Graduate Diploma in Computer Applications),COMPUTER,11-02-2026,RACHIT SETHI,TAMANNA LALLA,PRIVATE JOB,01-02-2006,Female,ST,,"H.NO. 94, SARRAF ZILA, GANDHIDHAM 619060","H.NO. 256, HANDA STREET, BHILWARA-542610",BALOD,C.G.,NO,chakrikayohannan@example.org,472438197553,,,,GRADUATION,2021,ARTS,35084896,539782051,HEMCHAND YADAV UNIVERSITY,500,304,FIRST,60.8,
235/48171,VRINDA PAU,0077407328,M.Sc. (Physics - Final),PHYSICS,11-02-2026,VEDANT PARIKH,ARYA HANS,ENGINEER,07-09-2007,Female,GEN,,"H.NO. 116, SETTY STREET, BHIWANI 595891","71/85, DUTTA NAGAR, NAIHATI 284061",KONDAGAON,C.G.,YES,tanveer51@example.org,970562503425,,,,GRADUATION,2021,SCIENCE,71446158,836819683,CBSE,500,351,FIRST,70.2,
224/53656,UNNATI MAMMEN,6608119600,M.Sc. (Zoology - Final),ZOOLOGY,07-01-2026,ETHAN SUNDARAM,MOHINI BALASUBRAMANIAN,CLERK,08-07-2006,Female,SC,,"70/89, ANDRA, BHILWARA 900132","H.NO. 79, GANDHI CHOWK, THIRUVANANTHAPURAM-800837",SURGUJA,C.G.,YES,bhavnanayak@example.net,184246777370,,,,GRADUATION,2023,SCIENCE,40205540,403706891,HEMCHAND YADAV UNIVERSITY,500,208,THIRD,41.6,
806/12090,PATRICK SAHA,1734797343,M.Sc. (Physics - Previous),PHYSICS,14-01-2026,ZAID BARAL,ALKA KUNDA,TEACHER,21-06-2001,Male,SC,,"172, PRASHAD CHOWK, GUWAHATI-529396","H.NO. 27, SUNDER, NAIHATI-901146",DHAMTARI,C.G.,NO,saanvi04@example.com,969868362185,,,,GRADUATION,2021,SCIENCE,73918214,956938271,STATE BOARD,500,434,FIRST,86.8,
377/60392,WARDA VASA,2908893858,M.Sc. (Mathematics - Final),MATHEMATICS,17-02-2026,BALVEER SARMA,SHIVANI BATRA,SELF EMPLOYED,11-12-2001,Female,SC,,"H.NO. 63, CHANA NAGAR, GAYA-556813","654, KOTA MARG, CHANDIGARH 061149",BALRAMPUR,C.G.,NO,echana@example.com,987332019614,,,,GRADUATION,2023,SCIENCE,89421446,509780845,CBSE,500,313,FIRST,62.6,
148/68088,NAVEEN KARAN,0545241204,BBA (Bachelor of Business Administration),MANAGEMENT,01-02-2026,EKALINGA GOPAL,RACHITA GOPAL,FREELANCER,14-07-2003,Male,OBC,,"113, LALA STREET, SRI GANGANAGAR-867613","65/005, ARORA PATH, AJMER 670033",RAJNANDGAON,C.G.,YES,wsanghvi@example.net,458051046977,,,,12TH,2024,ARTS,28800829,547139211,STATE BOARD,500,322,FIRST,64.4,
594/41873,OJAS VALA,5100023355,M.Sc. (Mathematics - Final),MATHEMATICS,28-01-2026,OJAS JAGGI,VINAYA KARNIK,STUDENT,23-02-2007,Male,ST,,"41/820, RADHAKRISHNAN GANJ, SULTAN PUR MAJRA 275578","H.NO. 03, WADHWA CIRCLE, RAMPUR-370153",BEMETARA,C.G.,NO,manan56@example.org,736450033141,,,,GRADUATION,2022,SCIENCE,75867522,970067634,STATE BOARD,500,410,FIRST,82.0,
766/88168,JEEVIKA KHARE,6559869806,M.Sc. (Chemistry - Previous),CHEMISTRY,21-01-2026,AAYUSH DARA,UPMA SANGHVI,STUDENT,20-07-2008,Female,SC,,"75, HALDER, NAGAON-447516","13/21, MOHANTY ZILA, BILASPUR-513596",SURGUJA,C.G.,YES,gdara@example.org,825973312669,,,,GRADUATION,2023,SCIENCE,92743913,599365500,STATE BOARD,500,443,FIRST,88.6,
170/98166,JATIN MUKHOPADHYAY,6603454495,M.Sc. (Botany - Final),BOTANY,05-01-2026,LAKSHIT VARUGHESE,NITARA KORPAL,RETIRED,07-06-2003,Male,OBC,,"32/210, SAVANT ROAD, GANDHIDHAM 270269","H.NO. 375, SABHARWAL ZILA, JALANDHAR 574209",BIJAPUR,C.G.,NO,trivenibhasin@example.net,189812689685,,,,GRADUATION,2020,SCIENCE,81161069,644045310,STATE BOARD,500,482,FIRST,96.4,
957/54783,FARIS MITRA,0087784328,M.A. (Previous),ARTS,30-01-2026,NAKUL MANE,EKANI DEWAN,CLERK,07-05-2000,Male,GEN,,"185, DAR ROAD, KURNOOL 878869","19/16, SARIN PATH, KUMBAKONAM-833614",KORBA,C.G.,YES,rameshneel@example.org,642566217202,,,,GRADUATION,2022,ARTS,63160581,227705431,CBSE,500,485,FIRST,97.0,
681/75659,ZILMIL BARMAN,3723282008,BBA (Bachelor of Business Administration),MANAGEMENT,29-01-2026,SIMON MAHAL,EIRAVATI LAD,ARTIST,24-08-2006,Female,ST,,"17, DIN, SIKAR 945047","H.NO. 356, LALA CIRCLE, BHOPAL-692641",BIJAPUR,C.G.,NO,ivarkey@example.net,619823483699,,,,12TH,2020,ARTS,55666721,234674880,HEMCHAND YADAV UNIVERSITY,500,225,SECOND,45.0,
811/67343,WAKEETA CHAKRABARTI,7874262528,B.Com.,COMMERCE,17-01-2026,CHATRESH SONI,ODIKA SAMPATH,PRIVATE JOB,15-07-2002,Female,GEN,,"03/753, VENKATESH NAGAR, VELLORE-054787","86/45, BEHL, DARBHANGA-501669",GARIABAND,C.G.,NO,hrege@example.com,704156917664,,,,12TH,2025,COMMERCE,79470426,291693821,STATE BOARD,500,214,THIRD,42.8,
640/62366,ADITYA NARAYAN,5849213987,M.Sc. (Zoology - Previous),ZOOLOGY,26-01-2026,CHATRESH SAGAR,NIHARIKA SETH,SHOPKEEPER,26-06-2008,Male,SC,,"H.NO. 473, CHAD ROAD, MUMBAI 858305","H.NO. 75, RATTA NAGAR, GHAZIABAD 360194",MAHASAMUND,C.G.,YES,bhavnakhurana@example.net,346698597446,,,,GRADUATION,2020,SCIENCE,55107226,385737139,CBSE,500,493,FIRST,98.6,
300/35334,ISHANI SHUKLA,3890057892,B.Sc. Computer Science,COMPUTER,11-03-2026,PRANIT DAVE,HEMAL BHANDARI,ELECTRICIAN,07-08-2001,Female,SC,,"34, KRISHNA PATH, MANGO 832659","53/866, CHADA MARG, DHULE 513534",SUKMA,C.G.,NO,ryan90@example.com,616621363987,,,,12TH,2023,SCIENCE,51295667,964110129,HEMCHAND YADAV UNIVERSITY,500,443,FIRST,88.6,
902/98942,NEELIMA PATEL,9722324220,M.Sc. (Computer Science - Previous),COMPUTER,02-01-2026,LAKSHIT LOYAL,URISHILLA MANI,ARTIST,14-09-2002,Female,GEN,,"H.NO. 23, TIWARI STREET, ALAPPUZHA-483445","H.NO. 320, DAS NAGAR, NAGAON-830922",BIJAPUR,C.G.,NO,veer84@example.org,967877502450,,,,GRADUATION,2025,SCIENCE,78806732,081584473,CBSE,500,348,FIRST,69.6,
192/61409,YAHVI BHAGAT,6094347690,B.Sc. (Mathematics),MATHEMATICS,14-01-2026,CHAMPAK KADE,BRINDA HANS,NURSE,19-01-2005,Female,OBC,,"25/62, SUNDER PATH, RAIPUR-472790","487, BALA NAGAR, MYSORE-454991",KANKER,C.G.,NO,isagar@example.net,159879894006,,,,12TH,2025,SCIENCE,78474648,110923038,STATE BOARD,500,474,FIRST,94.8,
326/69898,AYAAN DHAR,5852874148,BAJMC (Bachelor of Arts in Journalism & Mass Communication),COMMERCE,14-01-2026,SAMESH SANI,HAMSINI GOKHALE,FREELANCER,12-12-2005,Male,ST,,"H.NO. 01, KRISH NAGAR, HINDUPUR-330322","H.NO. 430, MAHAL PATH, LONI-938597",BEMETARA,C.G.,YES,mitali49@example.org,015948506047,,,,12TH,2024,ARTS,75644341,741857341,STATE BOARD,500,422,FIRST,84.4,
177/32828,RISHI CHAND,1605919025,B.Lib (Bachelor of Library Science),LIBRARY SCIENCE,27-02-2026,ONKAR MITAL,URVASHI TAILOR,LABOUR,03-01-2001,Male,ST,,"H.NO. 58, SEM ZILA, SULTAN PUR MAJRA 630527","947, KHATRI PATH, BELGAUM-393794",SURGUJA,C.G.,NO,balayudyati@example.org,212308014376,,,,12TH,2021,ARTS,05467233,326112498,STATE BOARD,500,431,FIRST,86.2,
805/40841,ANIRUDH KALITA,5957619132,B.Sc. (Biology),BIOLOGY,09-01-2026,CALEB PALAN,ARUNIMA CHERIAN,STUDENT,25-11-2007,Male,GEN,,"H.NO. 631, TOOR CIRCLE, CHITTOOR-843666","H.NO. 491, BHARDWAJ PATH, VARANASI-010976",RAIGARH,C.G.,YES,lajita71@example.com,790391366704,,,,12TH,2020,SCIENCE,36774847,616580163,STATE BOARD,500,339,FIRST,67.8,
795/71881,BHAVINI KRISH,9376327986,M.Sc. (Chemistry - Final),CHEMISTRY,21-01-2026,BAHADURJIT RAJU,KAMALA KEER,MECHANIC,15-11-2002,Female,OBC,,"06, KAPADIA NAGAR, RAURKELA INDUSTRIAL TOWNSHIP 661289","17/27, MANGAL ZILA, KADAPA-446813",BEMETARA,C.G.,NO,vraval@example.org,642480749539,,,,GRADUATION,2021,SCIENCE,69762009,177528825,STATE BOARD,500,350,FIRST,70.0,
317/30139,MANTHAN SACHDEVA,5575041736,B.Sc. IT (Information Technology),COMPUTER,08-03-2026,SIMON ARORA,AMARA MEMON,SHOPKEEPER,08-04-2004,Male,GEN,,"H.NO. 10, TIWARI STREET, MORENA-311000","H.NO. 845, PILLAI NAGAR, BELLARY-493387",JANJGIR-CHAMPA,C.G.,NO,chaudharilucky@example.com,314286144074,,,,12TH,2025,SCIENCE,32828952,450371265,CBSE,500,299,SECOND,59.8,
809/32611,URISHILLA SACHAR,6911398419,M.A. (Final),ARTS,11-01-2026,EKANSH RAJAGOPALAN,RIA KALLA,DRIVER,11-06-2005,Female,ST,,"96, SAVANT CIRCLE, JUNAGADH 130887","78/390, BAIL, KOTTAYAM-208920",JANJGIR-CHAMPA,C.G.,YES,balayoshita@example.org,091860494360,,,,GRADUATION,2021,ARTS,30294423,694857672,HEMCHAND YADAV UNIVERSITY,500,213,THIRD,42.6,
271/79282,YOCHANA BAVA,1843723494,M.Sc. (Biotechnology - Final),-,25-01-2026,AZAAN KALA,HARITA LAD,ARTIST,04-05-2003,Female,GEN,,"57/199, THAMAN STREET, PHAGWARA-270239","90/725, MURTY CIRCLE, TIRUVOTTIYUR-731840",BASTAR,C.G.,YES,yachana91@example.org,439132332251,,,,GRADUATION,2020,SCIENCE,14802448,354640082,STATE BOARD,500,288,SECOND,57.6,
516/51204,ABHIMANYU GILL,0887075286,M.Sc. (Zoology - Previous),ZOOLOGY,23-02-2026,JACOB BHANDARI,WARDA BUCH,LAWYER,31-07-2008,Male,SC,,"H.NO. 897, D’ALIA CHOWK, COIMBATORE 296967","82/764, SURI, SAHARSA-163630",JANJGIR-CHAMPA,C.G.,NO,yuvrajmishra@example.net,408683609458,,,,GRADUATION,2025,SCIENCE,61396714,718830976,CBSE,500,367,FIRST,73.4,
949/86386,ANAY MENON,2277881268,BCA (Bachelor of Computer Applications),COMPUTER,07-01-2026,TEJAS VYAS,NIMRAT CHAD,GOVT EMPLOYEE,19-03-2004,Male,OBC,,"H.NO. 425, PALLA MARG, KAVALI-328631","H.NO. 25, DYAL ROAD, PURNIA 363012",DURG,C.G.,NO,sanya73@example.com,036244137397,,,,12TH,2025,ARTS,12770814,851844266,STATE BOARD,500,210,THIRD,42.0,
613/81694,UTKARSH SOOD,1808238274,M.Sc. (Chemistry - Previous),CHEMISTRY,21-02-2026,TANISH GOEL,SAI SANI,RETIRED,16-12-2002,Male,OBC,,"132, KULKARNI STREET, SHIMOGA 334778","79/153, KAR MARG, SASARAM 144505",BALRAMPUR,C.G.,YES,farhan44@example.org,278739626073,,,,GRADUATION,2021,SCIENCE,26321537,144195890,CBSE,500,486,FIRST,97.2,
888/58894,DEVANSH PANDYA,3683594891,M.Sc. (Physics - Final),PHYSICS,06-03-2026,FRADO MAHAJAN,KAMYA SUBRAMANIAM,PRIVATE JOB,26-12-2002,Male,OBC,,"H.NO. 941, BORA ZILA, NARASARAOPET-769968","37/559, KAMDAR STREET, GOPALPUR 689907",DHAMTARI,C.G.,NO,finnkaur@example.org,580961848971,,,,GRADUATION,2021,SCIENCE,88319644,844763178,CBSE,500,414,FIRST,82.8,
156/28847,GOPAL MISHRA,4083781168,M.Sc. (Botany - Final),BOTANY,27-01-2026,MATTHEW KANNAN,ZAITRA ARYA,CARPENTER,09-07-2000,Male,GEN,,"70/777, CHANDRAN, SATARA 245530","H.NO. 49, CHHABRA STREET, RAIPUR 754148",BIJAPUR,C.G.,YES,shravyapall@example.org,359844077988,,,,GRADUATION,2022,SCIENCE,66466940,003080747,HEMCHAND YADAV UNIVERSITY,500,419,FIRST,83.8,
686/95401,ONKAR WALLA,8620669505,BCA (Bachelor of Computer Applications),COMPUTER,14-02-2026,MOHAMMED SHROFF,PUSHTI BARMAN,RETIRED,31-03-2008,Male,SC,,"H.NO. 32, RAMA NAGAR, KARNAL 315256","H.NO. 54, RASTOGI GANJ, HOWRAH 876266",RAJNANDGAON,C.G.,YES,panditadvaith@example.com,438326302997,,,,12TH,2020,ARTS,11432113,538246760,HEMCHAND YADAV UNIVERSITY,500,222,THIRD,44.4,
145/81513,IKBAL BANSAL,9613433833,M.Sc. (Chemistry - Final),CHEMISTRY,16-01-2026,ATHARV PATEL,MITALI GANESAN,NURSE,22-07-2001,Male,SC,,"H.NO. 766, SAVANT STREET, RAMPUR 938188","15/121, BARAD ROAD, NAGAON-320462",GARIABAND,C.G.,NO,ybiswas@example.net,192198343432,,,,GRADUATION,2021,SCIENCE,28095306,778274307,STATE BOARD,500,361,FIRST,72.2,
455/93780,NITESH BAINS,7634544966,B.Sc. (Biology),BIOLOGY,29-01-2026,WRIDESH KOHLI,INDIRA DAR,ARTIST,08-12-2003,Male,GEN,,"H.NO. 924, SOM, NORTH DUMDUM 834258","189, SOM, MADANAPALLE 715168",SUKMA,C.G.,YES,dhaliwalyoshita@example.org,670143364820,,,,12TH,2020,SCIENCE,53449468,829488946,CBSE,500,230,SECOND,46.0,
441/55960,BALVEER PILLAI,7157566315,M.Sc. (Chemistry - Previous),CHEMISTRY,09-02-2026,ZAYAN KANNAN,LIPIKA LALLA,BUSINESS,19-03-2008,Male,SC,,"H.NO. 83, RATTA PATH, BULANDSHAHR-405135","91/92, BRAR GANJ, SAHARSA 613737",BILASPUR,C.G.,NO,udeol@example.net,301791038872,,,,GRADUATION,2021,SCIENCE,12535816,484830174,CBSE,500,255,SECOND,51.0,
716/38681,YAHVI KARNIK,5875232826,B.Sc. (Biology),BIOLOGY,31-01-2026,MANBIR SEKHON,BISHAKHA GILL,NURSE,18-04-2007,Female,GEN,,"39/511, PATHAK, SRINAGAR-056623","420, MANN GANJ, MAHBUBNAGAR 964592",JASHPUR,C.G.,YES,saumya33@example.org,263198491726,,,,12TH,2022,SCIENCE,05287595,751565569,STATE BOARD,500,490,FIRST,98.0,
653/75991,VIDHI SATHE,7588289280,M.Sc. (Mathematics - Previous),MATHEMATICS,10-02-2026,VIHAAN NATARAJAN,BAGHYAWATI ROY,ELECTRICIAN,29-07-2001,Female,OBC,,"H.NO. 73, MALHOTRA GANJ, GUDIVADA 606101","24, NATARAJAN PATH, NAGERCOIL-501060",KANKER,C.G.,YES,nandiniyadav@example.org,631256402858,,,,GRADUATION,2022,SCIENCE,52780329,512234882,CBSE,500,344,FIRST,68.8,
371/86886,VRINDA DESHPANDE,0063251999,B.A.,ARTS,28-02-2026,VEER RAGHAVAN,HEMA MUTTI,CLERK,31-01-2007,Female,SC,,"94, DARA ZILA, BIDAR-121346","001, DASGUPTA NAGAR, HINDUPUR 756107",SUKMA,C.G.,YES,garagaurav@example.net,252325233661,,,,12TH,2025,ARTS,77520495,994224376,HEMCHAND YADAV UNIVERSITY,500,400,FIRST,80.0,
105/29411,YATAN KHURANA,5312203361,M.Sc. (Biotechnology - Final),-,31-01-2026,RUSHIL AGRAWAL,REVA SONI,POLICE,06-09-2001,Male,ST,,"17/23, SARAN PATH, SAMBALPUR 968606","89/68, SIBAL ZILA, PANVEL-077760",BIJAPUR,C.G.,YES,gerameera@example.net,166526687804,,,,GRADUATION,2022,SCIENCE,45862126,362620335,CBSE,500,245,SECOND,49.0,
